prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmoc_pco_ofici	prmoc_pco_moned	prmoc_pco_produ	prmoc_pnu_oper	prmoc_psa_actual
513	2	3	2404746	562	2	3	5942954	6037212.000000	
513	2	3	2404746	562	2	3	5934791	4413149.014000	
210	2	3	2404751	596	2	3	5934203	701163920.000000	
210	2	3	2404751	596	2	3	5942725	357466500.000000	
290	2	3	2404752	562	2	3	5947484	111211800.000000	
290	2	3	2404752	252	2	3	5945122	43425560.000000	
405	2	3	2404755	405	2	3	5940707	20294352.928000	
405	2	3	2404755	405	2	3	5942684	93206080.000000	
405	2	3	2404755	405	2	3	5945531	101471764.640000	
405	2	3	2404755	405	2	3	5943504	128744075.480000	
405	2	3	2404755	405	2	3	5934603	43099338.720000	
946	1	3	2404758	254	1	3	5946850	5500000.000000	
946	1	3	2404758	254	1	3	5946904	2750000.000000	
946	1	3	2404758	254	1	3	5943388	5333333.320000	
946	1	3	2404758	254	1	3	5940107	3750000.000000	
946	1	3	2404758	254	1	3	5947386	13000000.000000	
946	1	3	2404758	254	1	3	5942308	4083333.350000	
946	1	3	2404758	254	1	3	5941155	2000000.020000	
946	1	3	2404758	254	1	3	5945384	8333333.340000	
946	1	3	2404758	254	1	3	5945539	5000000.000000	
946	1	3	2404758	254	1	3	5937863	3333333.360000	
946	1	3	2404758	254	1	3	5944014	9000000.000000	
946	1	3	2404758	254	1	3	5946133	4583333.330000	
946	1	3	2404758	254	1	3	5944551	5999999.990000	
405	1	3	2404763	405	1	3	5946077	3500000000.000000	
405	1	3	2404763	405	1	3	5945815	3000000000.000000	
405	1	3	2404763	405	1	3	5946340	5000000000.000000	
958	2	3	2404764	958	2	3	5942463	6970596.750000	
958	2	3	2404764	958	2	3	5942305	11379350.250000	
958	2	3	2404764	256	2	3	5938187	4633830.295800	
958	2	3	2404764	256	2	3	5937602	5295794.704200	
958	2	3	2404764	958	2	3	5937369	7731868.000000	
958	2	3	2404764	958	2	3	5940926	19879109.250000	
958	2	3	2404764	958	2	3	5941013	6007417.829200	
958	2	3	2404764	256	2	3	5951219	57459430.000000	
958	2	3	2404764	958	2	3	5951250	26373084.000000	
958	2	3	2404764	958	2	3	5938836	6593271.000000	
958	2	3	2404764	958	2	3	5943830	6196086.000000	
958	2	3	2404764	958	2	3	5933129	2647905.295800	
958	2	3	2404764	958	2	3	5933390	1448989.133800	
958	2	3	2404764	958	2	3	5933103	2971531.633800	
958	2	3	2404764	958	2	3	5938338	6487349.704200	
958	2	3	2404764	958	2	3	5938500	9664829.704200	
958	2	3	2404764	958	2	3	5942653	10723995.000000	
958	2	3	2404764	958	2	3	5933666	2497848.802800	
958	2	3	2404764	958	2	3	5934135	2162444.605600	
958	2	3	2404764	958	2	3	5951297	25764067.000000	
958	2	3	2404764	958	2	3	5940025	7092580.207200	
958	2	3	2404764	958	2	3	5939967	8983943.402400	
958	2	3	2404764	958	2	3	5946602	38356722.100600	
958	2	3	2404764	958	2	3	5946648	23831100.000000	
958	2	3	2404764	958	2	3	5946777	10397853.157000	
958	2	3	2404764	958	2	3	5942208	5361997.500000	
958	2	3	2404764	256	2	3	5935788	4615289.700000	
958	2	3	2404764	958	2	3	5941818	13819093.535200	
958	2	3	2404764	958	2	3	5939092	8936662.500000	
958	2	3	2404764	958	2	3	5939153	8668716.203200	
958	2	3	2404764	256	2	3	5934426	5692995.591600	
958	2	3	2404764	958	2	3	5934697	4556596.348600	
958	2	3	2404764	256	2	3	5934775	4765081.403000	
958	2	3	2404764	958	2	3	5944811	6178440.394400	
958	2	3	2404764	958	2	3	5940883	21845175.000000	
958	2	3	2404764	256	2	3	5936790	5549987.808400	
958	2	3	2404764	958	2	3	5940759	7281719.704200	
958	2	3	2404764	958	2	3	5940369	8076095.000000	
958	2	3	2404764	256	2	3	5936664	8479846.792000	
958	2	3	2404764	256	2	3	5946057	11796394.500000	
958	2	3	2404764	256	2	3	5935377	6239855.787000	
958	2	3	2404764	256	2	3	5935431	5173811.247000	
596	1	3	2404765	596	1	3	5945638	1000000.000000	
596	1	3	2404765	596	1	3	5944690	2500000.010000	
596	1	3	2404765	596	1	3	5945056	4000000.010000	
596	1	3	2404765	596	1	3	5945367	4000000.000000	
596	1	3	2404765	596	1	3	5946593	1244444.430000	
596	1	3	2404765	596	1	3	5946299	7333333.330000	
596	1	3	2404765	596	1	3	5947205	7866666.660000	
596	1	3	2404765	596	1	3	5943011	2800000.000000	
596	1	3	2404765	596	1	3	5944155	4000000.010000	
210	1	3	2404767	596	1	3	5938454	8000000.000000	
210	1	3	2404767	596	1	3	5938592	7500000.000000	
210	1	3	2404767	596	1	3	5941563	9500000.000000	
210	1	3	2404767	596	1	3	5938184	8000000.000000	
210	1	3	2404767	596	1	3	5939505	5600000.000000	
210	1	3	2404767	596	1	3	5938957	7900000.000000	
405	1	3	2404772	405	1	3	5946887	370000000.000000	
405	1	3	2404772	405	1	3	5945488	460000000.000000	
600	2	3	2404773	600	2	3	5945310	22176162.500000	
936	2	3	2404777	256	2	3	5946604	5364205.848600	
936	2	3	2404777	256	2	3	5941968	5312534.728000	
936	2	3	2404777	256	2	3	5947447	7334683.000000	
936	2	3	2404777	256	2	3	5939982	4164913.684800	
936	2	3	2404777	256	2	3	5937154	6001920.788800	
936	2	3	2404777	256	2	3	5945561	4104245.000000	
936	2	3	2404777	256	2	3	5946151	3543774.598600	
936	2	3	2404777	256	2	3	5944732	5562941.335200	
936	2	3	2404777	256	2	3	5933739	838521.084600	
936	2	3	2404777	256	2	3	5937992	1147409.211200	
936	2	3	2404777	256	2	3	5943577	4194972.645600	
936	2	3	2404777	256	2	3	5933328	750218.915400	
936	2	3	2404777	256	2	3	5933382	1323950.000000	
405	2	3	2404778	405	2	3	5947480	26479000.000000	
405	2	3	2404778	405	2	3	5947481	15887400.000000	
405	2	3	2404778	405	2	3	5943334	12356859.605600	
405	2	3	2404778	405	2	3	5943336	44074724.459800	
405	2	3	2404778	405	2	3	5946841	24272414.901400	
405	2	3	2404778	405	2	3	5946440	12136210.098600	
405	2	3	2404778	405	2	3	5946484	72817250.000000	
405	2	3	2404778	405	2	3	5946485	17476140.000000	
405	2	3	2404778	405	2	3	5941626	24242991.436600	
405	2	3	2404778	405	2	3	5941988	15801978.746000	
405	2	3	2404778	405	2	3	5942156	32458138.257200	
405	2	3	2404778	405	2	3	5945214	44131670.197200	
405	2	3	2404778	405	2	3	5941227	17211339.408400	
405	2	3	2404778	405	2	3	5940434	17652659.605600	
405	2	3	2404778	405	2	3	5944011	31774794.704200	
405	2	3	2404778	405	2	3	5942435	33454659.534800	
405	2	3	2404778	405	2	3	5942661	12008078.217600	
405	2	3	2404778	405	2	3	5945473	26479000.000000	
405	2	3	2404778	405	2	3	5945474	22065829.802800	
405	2	3	2404778	405	2	3	5945964	37511920.197200	
405	2	3	2404778	405	2	3	5944697	31774794.704200	
405	2	3	2404779	405	2	3	5944695	31774794.704200	
405	2	3	2404779	405	2	3	5945963	26479000.000000	
405	2	3	2404779	405	2	3	5940435	21183189.408400	
405	2	3	2404779	405	2	3	5944009	31774794.704200	
405	2	3	2404779	405	2	3	5946441	7281725.000000	
405	2	3	2404779	405	2	3	5946481	18447034.901400	
405	2	3	2404779	405	2	3	5946483	63108285.098600	
405	2	3	2404779	405	2	3	5942158	16990700.493000	
405	2	3	2404779	405	2	3	5941990	15446074.507000	
405	2	3	2404779	405	2	3	5946839	29126900.000000	
405	2	3	2404779	405	2	3	5943155	21183200.000000	
405	2	3	2404779	405	2	3	5943332	17652659.605600	
405	2	3	2404779	405	2	3	5943333	28244259.605600	
405	2	3	2404779	405	2	3	5942663	10812249.507000	
405	2	3	2404779	405	2	3	5947437	26479000.000000	
405	2	3	2404779	405	2	3	5947385	13239500.000000	
405	2	3	2404779	405	2	3	5947482	21183200.000000	
405	2	3	2404779	405	2	3	5945471	17652670.197200	
405	2	3	2404779	405	2	3	5945472	22065829.802800	
405	2	3	2404779	405	2	3	5945212	44131670.197200	
405	2	3	2404779	405	2	3	5942438	16990700.493000	
596	2	3	2404780	596	2	3	5951344	476622000.000000	
596	2	3	2404780	596	2	3	5945088	794370000.000000	
596	2	3	2404780	596	2	3	5947371	317748000.000000	
596	2	3	2404780	596	2	3	5946349	529580000.000000	
255	1	3	2404781	259	1	3	5938116	7333333.360000	
255	1	3	2404781	259	1	3	5944400	30000000.010000	
960	2	3	2404782	254	2	3	5933314	946719.574400	
960	2	3	2404782	254	2	3	5933316	548110.004200	
960	2	3	2404782	254	2	3	5942892	3124087.744400	
960	2	3	2404782	254	2	3	5942893	3164664.164000	
960	2	3	2404782	254	2	3	5936373	4356224.459800	
960	2	3	2404782	254	2	3	5936805	2028635.627000	
960	2	3	2404782	254	2	3	5934467	1429866.000000	
960	2	3	2404782	254	2	3	5934470	1429866.000000	
960	2	3	2404782	254	2	3	5943108	5534974.215400	
205	1	3	2404783	205	1	3	5921215	5625000.010000	
205	1	3	2404783	259	1	3	5932130	16901041.660000	
405	1	3	2404784	405	1	3	5945967	216222222.220000	
405	1	3	2404784	405	1	3	5946198	232444444.440000	
405	1	3	2404784	405	1	3	5947222	45000000.000000	
405	1	3	2404784	405	1	3	5946844	70875000.000000	
405	1	3	2404784	405	1	3	5946379	94500000.000000	
405	1	3	2404784	405	1	3	5945298	124566318.040000	
405	1	3	2404784	405	1	3	5951309	33744000.000000	
405	1	3	2404784	405	1	3	5951363	30889680.000000	
405	1	3	2404784	405	1	3	5945588	141633333.340000	
405	2	3	2404785	405	2	3	5946845	34466829.901400	
405	2	3	2404785	405	2	3	5946520	246607755.098600	
405	2	3	2404785	405	2	3	5946381	209713680.000000	
405	2	3	2404785	405	2	3	5946457	508264405.000000	
405	2	3	2404785	405	2	3	5945965	236545729.802800	
405	2	3	2404785	405	2	3	5946002	139014750.000000	
405	2	3	2404785	405	2	3	5946196	291269000.000000	
405	2	3	2404785	405	2	3	5951307	65350172.000000	
405	2	3	2404785	405	2	3	5951362	60023656.360000	
405	2	3	2404785	405	2	3	5945300	270442821.652800	
405	2	3	2404785	405	2	3	5947226	53487580.000000	
921	1	3	2404786	256	1	3	5945046	14000000.000000	
945	1	3	2404787	254	1	3	5938110	6666666.640000	
945	1	3	2404787	254	1	3	5942761	2391666.650000	
945	1	3	2404787	254	1	3	5939886	5833333.310000	
945	1	3	2404787	254	1	3	5941579	2100000.000000	
945	1	3	2404787	254	1	3	5936008	3750000.000000	
285	1	3	2404795	285	1	3	5936041	1200000.000000	
285	1	3	2404795	285	1	3	5946400	8888888.890000	
285	1	3	2404795	285	1	3	5947036	3500000.000000	
285	1	3	2404795	282	1	3	5943562	5333333.320000	
285	1	3	2404795	285	1	3	5939575	1096599.000000	
285	1	3	2404795	285	1	3	5940746	5499999.980000	
285	1	3	2404795	285	1	3	5933737	416666.630000	
377	1	3	2404797	256	1	3	5934101	2083333.370000	
377	2	3	2404798	256	2	3	5947145	5295800.000000	
377	2	3	2404798	256	2	3	5946890	2700858.000000	
377	2	3	2404798	256	2	3	5939698	3243677.500000	
377	2	3	2404798	256	2	3	5946254	8980792.401400	
377	2	3	2404798	256	2	3	5934413	1182711.014000	
377	2	3	2404798	256	2	3	5945211	3707060.000000	
377	2	3	2404798	256	2	3	5941438	1191555.000000	
377	2	3	2404798	256	2	3	5941164	4236650.591600	
377	2	3	2404798	256	2	3	5945351	41483770.197200	
377	2	3	2404798	256	2	3	5935468	2294829.014000	
377	2	3	2404798	256	2	3	5951435	3495228.000000	
377	2	3	2404798	256	2	3	5944166	1578810.375000	
562	1	3	2404799	562	1	3	5940226	11499999.980000	
562	1	3	2404799	562	1	3	5946898	21875000.000000	
562	1	3	2404799	562	1	3	5936155	15499999.970000	
562	1	3	2404799	562	1	3	5945536	36000000.000000	
914	1	3	2404801	914	1	3	5945814	14166666.660000	
943	2	3	2404808	405	2	3	5945676	3335294840.000000	
943	2	3	2404808	405	2	3	5943020	1888482280.000000	
943	2	3	2404808	405	2	3	5946341	1323420420.000000	
943	2	3	2404808	405	2	3	5940936	627022720.000000	
943	2	3	2404808	405	2	3	5951347	2654519750.000000	
290	2	3	2404811	252	2	3	5943492	52958000.000000	
939	1	3	2404815	939	1	3	5946922	550000.000000	
939	1	3	2404815	939	1	3	5940303	512098.260000	
939	1	3	2404815	939	1	3	5945908	825279.450000	
562	1	3	2404820	562	1	3	5945935	162000000.000000	
562	1	3	2404820	562	1	3	5933947	48600000.000000	
562	1	3	2404820	562	1	3	5940509	48600000.000000	
562	1	3	2404820	562	1	3	5944826	54000000.000000	
562	1	3	2404820	562	1	3	5947298	158000000.000000	
562	1	3	2404820	562	1	3	5946642	76000000.000000	
562	1	3	2404820	562	1	3	5934623	1800000.000000	
562	1	3	2404820	562	1	3	5939127	175500000.000000	
562	1	3	2404820	562	1	3	5934217	63000000.000000	
562	1	3	2404820	562	1	3	5942320	12500000.000000	
947	2	3	2404821	256	2	3	5944449	79436994.704200	
131	1	3	2404822	622	1	3	5918973	2836103.790000	
131	1	3	2404823	131	1	3	5917866	954467.030000	
131	1	3	2404824	131	1	3	5926524	356989.060000	
596	1	3	2404825	596	1	3	5940637	12500000.020000	
596	1	3	2404825	596	1	3	5943193	13333333.320000	
596	1	3	2404825	596	1	3	5944783	59999999.990000	
596	1	3	2404826	596	1	3	5944781	59999999.990000	
596	1	3	2404826	596	1	3	5940639	12500000.020000	
596	1	3	2404826	596	1	3	5943190	13333333.320000	
131	1	3	2404828	131	1	3	5924378	1765215.090000	
131	1	3	2404828	131	1	3	5925945	1949146.670000	
131	1	3	2404828	131	1	3	5922535	3115047.010000	
250	1	3	2404834	259	1	3	5940792	5127106.800000	
250	1	3	2404834	259	1	3	5944872	5999999.990000	
250	1	3	2404834	259	1	3	5945591	5833333.340000	
250	1	3	2404834	259	1	3	5935144	1739092.650000	
250	1	3	2404834	259	1	3	5943883	10000000.000000	
250	1	3	2404834	259	1	3	5937637	4826850.650000	
210	1	3	2404840	210	1	3	5946051	10000000.000000	
622	1	3	2404842	253	1	3	5941816	1595060.000000	
297	1	3	2404843	259	1	3	5940405	9999999.980000	
297	1	3	2404843	259	1	3	5938474	5000000.000000	
297	1	3	2404844	259	1	3	5941294	9999999.980000	
562	1	0	2404849	562	1	2	5942020	10000000000.000000	
623	2	3	2404857	253	2	3	5934558	1482824.000000	
623	2	3	2404857	285	2	3	5946693	4854485.098600	
623	2	3	2404857	286	2	3	5943966	1737022.400000	
623	2	3	2404857	285	2	3	5951531	4766220.000000	
623	2	3	2404857	286	2	3	5943586	10422134.400000	
623	2	3	2404857	286	2	3	5944936	3929483.600000	
623	2	3	2404857	253	2	3	5937786	1762442.240000	
623	2	3	2404857	285	2	3	5947283	2118320.000000	
623	2	3	2404857	253	2	3	5940816	5294740.840000	
623	2	3	2404857	286	2	3	5946005	4384922.400000	
623	2	3	2404857	286	2	3	5946087	1972155.920000	
131	1	3	2404858	131	1	3	5945775	22455003.070000	
131	1	3	2404858	131	1	3	5945777	1926941.360000	
131	1	3	2404858	131	1	3	5944524	1425000.010000	
131	1	3	2404858	131	1	3	5951357	2800000.000000	
131	1	3	2404858	131	1	3	5946776	2570333.330000	
131	1	3	2404858	131	1	3	5945432	2083333.340000	
131	1	3	2404860	131	1	3	5944738	1666666.670000	
131	1	3	2404860	131	1	3	5946001	628715.300000	
131	1	3	2404860	131	1	3	5945903	4166666.660000	
131	2	3	2404861	131	2	3	5951345	5825380.000000	
131	2	3	2404861	131	2	3	5938115	1107161.131200	
131	2	3	2404861	131	2	3	5940237	953244.000000	
131	2	3	2404861	131	2	3	5933785	472189.415400	
131	2	3	2404861	131	2	3	5940782	2065362.000000	
131	2	3	2404861	131	2	3	5945823	3839455.000000	
131	2	3	2404861	131	2	3	5945707	12430751.903000	
131	2	3	2404861	131	2	3	5942029	2146996.757000	
131	2	3	2404861	131	2	3	5946647	5048660.901400	
131	2	3	2404861	131	2	3	5939326	1963846.809800	
131	2	3	2404861	131	2	3	5935685	1959461.887400	
562	2	3	2404862	562	2	3	5944205	72817250.000000	
405	2	3	2404865	405	2	3	5943447	169894220.868800	
405	2	3	2404865	405	2	3	5947243	849653592.316200	
521	2	3	2404874	405	2	3	5941565	18535310.591600	
521	2	3	2404874	521	2	3	5945140	22065829.802800	
521	2	3	2404874	405	2	3	5941026	21183189.408400	
521	2	3	2404874	405	2	3	5947336	74670780.000000	
521	2	3	2404874	521	2	3	5937960	22065819.211200	
521	2	3	2404874	405	2	3	5942460	12356875.493000	
521	2	3	2404874	521	2	3	5937723	14122119.211200	
521	2	3	2404874	521	2	3	5935837	9267665.887400	
521	2	3	2404874	521	2	3	5935590	12092059.014000	
521	2	3	2404874	521	2	3	5934419	19417950.986000	
521	2	3	2404874	405	2	3	5943559	34599219.605600	
521	2	3	2404874	405	2	3	5942148	37070600.000000	
521	2	3	2404874	521	2	3	5939301	33098750.000000	
521	2	3	2404874	405	2	3	5946519	49515730.000000	
521	2	3	2404874	521	2	3	5940070	30892154.309800	
521	2	3	2404874	405	2	3	5942989	43425560.000000	
521	2	3	2404874	521	2	3	5946851	26214210.000000	
521	2	3	2404874	405	2	3	5944252	39718505.295800	
521	2	3	2404874	405	2	3	5944813	45676280.295800	
521	2	3	2404874	405	2	3	5940623	23831100.000000	
521	2	3	2404874	521	2	3	5933646	6531506.084600	
521	2	3	2404874	405	2	3	5951391	33363540.000000	
521	2	3	2404874	521	2	3	5938594	26479000.000000	
521	2	3	2404874	405	2	3	5945976	23831100.000000	
521	2	3	2404874	521	2	3	5945592	44131670.197200	
521	2	3	2404874	405	2	3	5946224	45146695.000000	
521	2	3	2404875	405	2	3	5944815	45676280.295800	
521	2	3	2404875	405	2	3	5944254	39718505.295800	
521	2	3	2404875	405	2	3	5940622	23831100.000000	
521	2	3	2404875	521	2	3	5945593	44131670.197200	
521	2	3	2404875	405	2	3	5946227	45146695.000000	
521	2	3	2404875	405	2	3	5945974	23831100.000000	
521	2	3	2404875	521	2	3	5937721	14122119.211200	
521	2	3	2404875	521	2	3	5937961	22065819.211200	
521	2	3	2404875	521	2	3	5945144	22065829.802800	
521	2	3	2404875	405	2	3	5941022	21183189.408400	
521	2	3	2404875	405	2	3	5941564	18535310.591600	
521	2	3	2404875	405	2	3	5942461	12356875.493000	
521	2	3	2404875	405	2	3	5947335	74670780.000000	
521	2	3	2404875	521	2	3	5938595	26479000.000000	
521	2	3	2404875	521	2	3	5933648	6531506.084600	
521	2	3	2404875	405	2	3	5951387	33363540.000000	
521	2	3	2404875	521	2	3	5935588	12092059.014000	
521	2	3	2404875	521	2	3	5934420	19417950.986000	
521	2	3	2404875	521	2	3	5935834	9267665.887400	
521	2	3	2404875	521	2	3	5939300	33098750.000000	
521	2	3	2404875	405	2	3	5942146	37070600.000000	
521	2	3	2404875	405	2	3	5946517	49515730.000000	
521	2	3	2404875	521	2	3	5946846	26214210.000000	
521	2	3	2404875	405	2	3	5942993	43425560.000000	
521	2	3	2404875	521	2	3	5940068	30892154.309800	
521	2	3	2404875	405	2	3	5943558	34599219.605600	
331	1	3	2404876	331	1	3	5947390	600000.000000	
331	1	3	2404876	331	1	3	5944980	1500000.000000	
331	1	3	2404876	331	1	3	5944693	4950000.000000	
562	1	3	2404877	256	1	3	5946032	1930000.000000	
562	1	3	2404877	562	1	3	5935881	3000000.000000	
562	1	3	2404877	562	1	3	5946382	3254166.670000	
562	1	3	2404877	562	1	3	5947206	6600000.000000	
562	1	3	2404877	562	1	3	5942300	5016666.650000	
562	1	3	2404877	562	1	3	5951353	2500000.000000	
562	1	3	2404877	562	1	3	5943865	3000000.010000	
562	1	3	2404877	256	1	3	5944694	4800000.010000	
562	1	3	2404877	562	1	3	5938727	3958333.310000	
254	1	3	2404880	254	1	3	5936875	7500000.000000	
620	1	3	2404881	620	1	3	5945868	20000000.000000	
620	1	3	2404881	253	1	3	5940038	5000000.000000	
620	1	3	2404881	253	1	3	5935894	15000000.000000	
620	1	3	2404881	285	1	3	5946690	9000000.000000	
521	1	3	2404882	521	1	3	5935198	4166666.700000	
521	1	3	2404882	521	1	3	5945318	15833333.340000	
256	1	3	2404884	256	1	3	5940381	8499999.980000	
256	1	3	2404884	256	1	3	5938726	6000000.000000	
256	1	3	2404884	256	1	3	5938386	15333333.360000	
256	1	3	2404884	256	1	3	5934174	3500000.000000	
256	1	3	2404884	256	1	3	5933874	11250000.000000	
256	1	3	2404884	256	1	3	5942606	25083333.350000	
256	1	3	2404884	256	1	3	5941204	7500000.000000	
256	1	3	2404884	256	1	3	5937041	11250000.000000	
256	1	3	2404884	256	1	3	5947442	177000000.000000	
256	1	3	2404884	256	1	3	5939974	10833333.310000	
256	1	3	2404884	256	1	3	5935612	16666666.700000	
562	2	3	2404885	562	2	3	5943791	19417940.394400	
562	2	3	2404885	562	2	3	5938626	8473280.000000	
562	2	3	2404885	562	2	3	5933463	882613.915400	
562	2	3	2404885	562	2	3	5936845	2250699.112600	
562	2	3	2404885	562	2	3	5933926	1235706.084600	
562	2	3	2404885	562	2	3	5945308	51192729.802800	
562	2	3	2404885	562	2	3	5941226	3177480.000000	
562	2	3	2404885	562	2	3	5940110	13239500.000000	
562	2	3	2404885	562	2	3	5939227	4192520.690200	
562	2	3	2404885	562	2	3	5946761	16990689.901400	
562	2	3	2404885	562	2	3	5944896	17078960.295800	
562	2	3	2404885	562	2	3	5945629	44131670.197200	
562	2	3	2404885	562	2	3	5935425	1103274.014000	
513	1	3	2404886	259	1	3	5935010	4500000.000000	
513	1	3	2404886	240	1	3	5946903	5500000.000000	
513	1	3	2404886	259	1	3	5940042	1833498.750000	
513	1	3	2404886	259	1	3	5939597	2750000.000000	
513	1	3	2404886	240	1	3	5946528	9075000.000000	
513	1	3	2404886	240	1	3	5946709	2750000.000000	
513	1	3	2404886	259	1	3	5939365	5775000.000000	
513	1	3	2404886	259	1	3	5941562	4500000.000000	
513	1	3	2404886	259	1	3	5943745	13000000.000000	
513	1	3	2404886	259	1	3	5944297	2500000.000000	
253	1	3	2404889	253	1	3	5934024	1250000.000000	
253	1	3	2404889	253	1	3	5939531	14583310.000000	
253	1	3	2404889	253	1	3	5936082	3750000.000000	
253	1	3	2404889	285	1	3	5945395	39916666.660000	
253	1	3	2404889	285	1	3	5947042	25000000.000000	
256	2	3	2404892	256	2	3	5928313	1412230.986000	
256	2	3	2404892	256	2	3	5935014	882619.211200	
256	2	3	2404892	256	2	3	5934173	3971850.000000	
259	1	3	2404893	259	1	3	5947330	30000000.000000	
259	1	3	2404893	259	1	3	5943111	20000000.000000	
259	1	3	2404893	259	1	3	5942651	20000000.000000	
493	1	3	2404894	493	1	3	5946734	10000000.000000	
923	1	3	2404899	923	1	3	5947328	50000000.000000	
240	1	3	2404901	259	1	3	5941448	70000000.000000	
377	1	3	2404902	377	1	3	5933154	8501437.980000	
594	1	3	2404903	405	1	3	5934983	305666734.000000	
594	1	3	2404903	594	1	3	5937794	611111554.270000	
594	1	3	2404903	405	1	3	5944727	494333368.990000	
594	1	3	2404903	594	1	3	5940680	249999789.080000	
594	1	3	2404903	594	1	3	5933404	155333333.350000	
594	1	3	2404903	405	1	3	5947432	722166667.780000	
594	1	3	2404903	405	1	3	5942927	294666666.670000	
594	1	3	2404903	405	1	3	5946594	1291666628.000000	
594	1	3	2404903	594	1	3	5936173	458332999.990000	
594	1	3	2404903	594	1	3	5939469	763888888.870000	
256	1	3	2404904	256	1	3	5940041	833333.310000	
256	1	3	2404904	256	1	3	5941125	15083000.020000	
256	1	3	2404904	256	1	3	5939240	5833333.310000	
256	1	3	2404904	256	1	3	5946108	14208333.330000	
245	2	3	2404912	254	2	3	5944247	1985925.000000	
245	2	3	2404912	254	2	3	5944884	3971850.000000	
245	2	3	2404912	254	2	3	5944646	2118320.000000	
245	2	3	2404912	254	2	3	5944451	1721135.000000	
245	2	3	2404912	254	2	3	5945825	5295800.000000	
245	2	3	2404912	254	2	3	5946810	13901475.000000	
245	2	3	2404912	254	2	3	5946398	7943700.000000	
245	2	3	2404912	254	2	3	5945309	4104245.000000	
245	2	3	2404912	254	2	3	5945537	3707060.000000	
245	2	3	2404912	254	2	3	5947414	8738070.000000	
245	2	3	2404912	254	2	3	5951389	5295800.000000	
245	2	3	2404912	254	2	3	5951500	9797230.000000	
245	2	3	2404912	254	2	3	5951295	10591600.000000	
254	2	3	2404913	254	2	3	5945708	25596370.197200	
254	2	3	2404913	254	2	3	5937642	2824440.788800	
254	2	3	2404913	254	2	3	5933585	4413186.084600	
562	1	3	2404914	562	1	3	5933145	833333.370000	
215	1	3	2404915	215	1	3	5943986	49500000.000000	
241	1	3	2404916	241	1	3	5933405	2250000.000000	
241	1	3	2404916	596	1	3	5936448	7653819.420000	
241	1	3	2404916	596	1	3	5940621	4206250.000000	
241	1	3	2404916	241	1	3	5938118	3908333.340000	
241	1	3	2404916	596	1	3	5942437	2235595.100000	
241	1	3	2404916	596	1	3	5941213	2438498.270000	
241	1	3	2404916	596	1	3	5942202	6888194.520000	
241	1	3	2404916	241	1	3	5939583	6263802.080000	
241	1	3	2404916	596	1	3	5939847	455584.480000	
241	1	3	2404916	241	1	3	5932504	1624999.980000	
562	1	3	2404917	562	1	3	5945603	50000000.000000	
562	1	3	2404917	562	1	3	5945753	50000000.000000	
405	2	3	2404921	939	2	3	5942595	9576580.493000	
405	2	3	2404921	405	2	3	5942852	6487355.000000	
405	2	3	2404921	405	2	3	5938857	2824440.788800	
405	2	3	2404921	405	2	3	5943633	8826340.394400	
405	2	3	2404921	405	2	3	5944204	15291627.795800	
405	2	3	2404921	405	2	3	5951378	40777660.000000	
405	2	3	2404921	405	2	3	5933968	4501430.000000	
405	2	3	2404921	939	2	3	5940640	10591610.591600	
405	2	3	2404921	405	2	3	5944750	19859244.704200	
405	2	3	2404921	405	2	3	5935410	2029843.069400	
405	2	3	2404921	405	2	3	5937823	2559650.788800	
405	2	3	2404921	405	2	3	5945203	42498789.704200	
405	2	3	2404921	405	2	3	5937411	8387207.362600	
405	2	3	2404921	405	2	3	5936948	1985925.000000	
405	2	3	2404921	405	2	3	5941484	27538149.408400	
405	2	3	2404921	405	2	3	5940089	16218387.500000	
405	2	3	2404921	405	2	3	5947199	6884540.000000	
405	2	3	2404921	405	2	3	5947049	18932485.000000	
405	2	3	2404921	405	2	3	5943174	8120219.605600	
405	2	3	2404921	405	2	3	5946817	18447034.901400	
405	2	3	2404921	405	2	3	5935587	5001623.605800	
405	2	3	2404921	405	2	3	5939378	3817376.809800	
405	2	3	2404921	405	2	3	5938949	11827300.788800	
405	2	3	2404921	405	2	3	5935958	2515520.887400	
405	2	3	2404921	405	2	3	5946393	13592555.098600	
405	2	3	2404921	939	2	3	5942108	8649815.493000	
254	1	3	2404923	254	1	3	5946359	4583333.330000	
256	2	3	2404925	256	2	3	5941478	10812249.507000	
256	2	3	2404925	256	2	3	5932893	1985925.000000	
259	1	3	2404931	259	1	3	5934731	5000000.000000	
245	1	3	2404932	245	1	3	5933755	1041666.630000	
256	2	3	2404933	256	2	3	5946986	34422700.000000	
256	2	3	2404933	256	2	3	5947440	17211350.000000	
256	2	3	2404933	256	2	3	5944722	58253800.000000	
256	2	3	2404933	256	2	3	5942857	13239500.000000	
252	1	3	2404940	265	1	3	5947483	15000000.000000	
290	1	3	2404944	290	1	3	5943605	12500000.000000	
290	1	3	2404944	290	1	3	5942853	15000000.000000	
290	1	3	2404944	290	1	3	5942603	6000000.000000	
290	1	3	2404944	290	1	3	5942329	15500000.000000	
290	1	3	2404944	290	1	3	5941096	10000000.000000	
290	1	3	2404944	290	1	3	5937759	63000000.000000	
290	1	3	2404944	290	1	3	5943272	15000000.000000	
290	1	3	2404944	290	1	3	5942123	5000000.000000	
